cluster,municipios,percentual_municipios,principais_ufs,media_taxa_alfabetizacao_municipio_2023,mediana_taxa_alfabetizacao_municipio_2023,centroide_taxa_alfabetizacao_municipio_2023,z_taxa_alfabetizacao_municipio_2023,media_media_portugues_municipio_2023,mediana_media_portugues_municipio_2023,centroide_media_portugues_municipio_2023,z_media_portugues_municipio_2023,media_percentual_participacao_municipio_2023,mediana_percentual_participacao_municipio_2023,centroide_percentual_participacao_municipio_2023,z_percentual_participacao_municipio_2023,media_meta_alfabetizacao_municipio_2024,mediana_meta_alfabetizacao_municipio_2024,centroide_meta_alfabetizacao_municipio_2024,z_meta_alfabetizacao_municipio_2024,media_idhm,mediana_idhm,centroide_idhm,z_idhm,perfil_interpretativo,municipios_com_resultado_final,alunos,probabilidade_media_risco_ponderada,taxa_observada_alfabetizacao_ponderada
0,3371,0.611020482146094,MG; SP; RS; PR; SC,72.93203735351562,71.88999938964844,72.77389830004418,0.6270526063821301,764.5228881835938,760.16357421875,764.3243299056627,0.5645733135996188,91.14424133300781,91.68499755859375,91.1108928320671,0.2087697911662191,72.02088165283203,73.35499572753906,71.55243905045951,0.6323332533062656,0.80227734375,0.806,0.8022965599051007,0.4039457636045541,melhor contexto educacional e socioeconômico relativo,480.0,112439.0,0.2936036979427938,0.7032257490728306
1,2146,0.3889795178539061,BA; MG; RN; PB; PA,41.4546012878418,42.83000183105469,41.45122943735902,-0.9857442371657541,729.5587158203125,731.37060546875,729.5561391692618,-0.8875250412391211,87.7634506225586,88.52499389648438,87.87537541600652,-0.3281919514277345,46.93082809448242,48.52000045776367,47.63178539698494,-0.9940455618408987,0.7700498602050326,0.761,0.7700191142191144,-0.6350140395685568,maior vulnerabilidade educacional relativa,348.0,131307.0,0.4889874246649821,0.5183653575209243
